id,limit,n_cc,inc0,w0,c0,safety_score,deg,female,age,deb0,del
3095,5.1309943,3,15.75,311.71875,12.513425,.47282422,1,0,38,0,0
3097,2.1828384,3,6.1340055,483.17087,15.074498,.23058674,5,0,23,1.6445497,0
3098,1.40625,3,5.6008086,166.25,9.1990433,.6884973,1,0,23,0,0
3099,2.0659342,3,7,109.10156,19.969486,.51019222,1,0,23,0,0
3100,37.5,3,10.322994,42.923542,10.779204,-.98993319,3,1,34,2.2451117,0
3101,45.5,3,10.608312,60.051712,11.517978,-1.26784,3,1,34,2.3454926,0
3103,17.65625,3,19.372454,393.75,17.265408,.51555622,1,1,47,0,0
3104,9.375,3,13.625157,117.66986,10.52669,.02924748,5,1,38,1.555584,0
3105,6.5519428,3,6,24.0625,5.7771354,-.77557403,3,0,22,0,0
3106,14.233157,1,55.625431,0,10.868802,-.043273091,5,0,42,2.4801295,0
3107,5,3,8.0497637,39.634605,7.4531369,.57856774,1,1,28,3.6358271,0
3108,9.6758108,3,10.7,109.10156,5.3952694,-.78681201,4,0,29,0,0
3109,8.90625,3,14.025309,114.29688,11.495768,-.59464294,4,0,33,0,0
3110,14.0625,3,15.843162,173.86458,16.214476,-.41423503,5,1,49,1.1704954,0
3111,2.75,3,9.0933294,29.53125,6.5932679,-.5955072,3,0,31,0,0
3112,2.442136,3,40.158909,103.38454,12.573799,.75758576,5,0,47,.10122952,0
3113,10.625,3,13.382479,120.20317,11.253341,.0029011071,2,0,39,1.8820354,0
3114,14.0625,3,5.294816,147.58199,5.7999086,-.69362187,4,0,23,2.2483199,0
3115,10.625,3,12.68882,229.6875,12.955446,-.13657328,1,0,44,0,0
3116,2.764534,3,9.0299997,229.6875,14.763995,-.11171515,2,0,43,0,0
3117,10.625,3,14.320456,257.03125,26.654247,-.078802824,2,0,43,0,0
3118,6.09375,3,12.119946,21.875,12.728087,.23762141,3,0,49,0,0
3119,12.65625,2,7.5238519,16.903496,9.2557621,.33388197,1,0,36,3.4517117,0
3120,37.5,3,15.378521,142.56744,7.6342525,-.19920041,4,1,52,1.2756041,0
3121,7.03125,3,13.487394,155.85938,12.813099,.22941607,1,1,43,0,0
3122,52.796062,3,42.599998,926.93677,29.223591,-.8166852,5,1,52,0,0
3123,51.5625,3,30.677467,926.93677,12.293079,-1.3828291,4,0,52,0,0
3124,29.508404,3,16.512152,926.93677,31.155828,.29014176,4,1,47,.42165813,0
3125,3.0886455,3,10.329949,926.93677,22.454185,.34539497,4,1,42,.80169946,0
3126,6.0625,3,21.496357,533.39355,8.6221533,-1.1679759,4,0,33,.51631236,0
3127,6.6242304,3,20.830673,411.25821,17.384516,-.98661655,3,0,33,.52288795,0
3128,12.230645,3,11.97,76.5625,12.483037,.35592118,3,1,54,0,0
3129,8.7793732,3,9,83.125,5.8433428,.39119613,3,1,58,0,0
3130,2.3290212,3,6.8249998,48.125,12.459533,.4116756,3,0,56,0,0
3131,20.513403,3,6.3000002,60.15625,12.565937,.29757282,2,1,54,0,0
3133,20.914635,3,15.75,43.75,10.036436,.45165074,4,0,57,0,0
3134,12.65625,3,6.8670897,32.8125,9.9929352,.50094914,4,0,61,0,0
3135,13.90625,3,12.651879,65.625,8.7316351,.31287751,3,0,58,0,0
3136,2.4808748,3,19.53175,129.75954,12.652371,-2.4461231,4,1,41,1.2317008,0
3137,11.362447,2,12.6,92.96875,8.1856804,.41607434,3,0,36,0,0
3138,4.0881104,2,5.5999999,87.5,6.2313347,-.51272613,2,0,27,0,0
3139,12.96875,3,12.238799,71.946785,22.555252,-.24759741,3,0,62,.75902706,0
3140,11.71875,3,11.555444,70.159943,10.691063,-.2257468,4,0,58,1.5447731,0
3141,10.65625,2,15.185082,99.294189,8.7004385,-1.3101833,4,0,32,2.4011192,0
3142,12.65625,2,14.965755,85.457901,11.827102,-1.7528695,4,0,32,1.4939759,0
3143,7.8953476,3,8,98.4375,6.0987482,-.079944342,3,1,36,0,0
3144,6.53125,3,8.0286112,54.6875,5.9957023,-.063143931,4,0,36,0,0
3145,75.52301,3,10,689.0625,25.628254,-.77111608,3,1,43,0,0
3146,3.046875,3,12.817646,76.5625,11.360869,.38822573,2,1,46,0,0
3148,3.75,3,12.549238,117.25604,14.724383,.53642166,3,0,46,2.1205189,0
3149,18.59375,3,15.957421,283.29181,13.827391,-.45856974,5,1,44,.50490659,0
3150,17.34375,3,19.395578,340.8194,7.0587692,-.82281166,5,1,41,1.2339164,0
3151,2.1875,2,4.5709949,33.735855,8.3243103,.33076647,3,0,23,3.5864737,0
3152,2.75,3,5.8374691,21.456381,8.2448521,-.86327356,4,0,28,2.5134051,0
3153,25.78125,3,13.45268,166.25,14.601426,.38839355,2,1,59,0,0
3154,25.78125,3,16.356474,228.59375,14.136828,.41692001,2,1,56,0,0
3155,48.057545,3,19.073565,510.29398,20.315594,-3.0713422,3,0,58,1.1906663,0
3156,3.046875,3,9.8822012,60.798981,6.0246534,.60680765,3,0,31,5.3959279,0
3157,20,3,4.4768891,60.713264,9.1927338,.31929085,4,0,27,1.332764,0
3158,18.75,3,4.5251222,45.084351,8.7834692,.2638227,4,0,26,1.6215422,0
3159,2.65625,3,13.004368,40.541676,6.0187988,.47841153,1,1,47,4.2183299,0
3160,6.5297761,3,12.270183,34.675007,10.156603,.70901012,1,1,44,2.2546329,0
3161,13.39522,3,9.5434408,111.63345,11.503304,.72472274,4,1,31,2.5474269,0
3162,11.71875,3,10.317485,100.01849,8.8739624,.90637302,4,1,31,2.917449,0
3163,3.8207936,3,5,284.375,14.563853,-.61423689,4,0,32,0,0
3164,4.21875,3,11.211821,98.4375,12.76084,.07036306,4,0,54,0,0
3165,.46875,1,4.4473753,3.6910605,4.8950577,-.67706144,2,0,27,5.6279054,0
3166,1.875,1,4.4707789,4.0078888,7.7163072,-.87878364,2,0,27,3.5071392,0
3167,6.09375,3,12.907269,57.148438,10.451331,.15062518,1,0,42,0,0
3168,7.3461967,3,8.3000002,46.757813,5.0930352,.16074149,2,0,22,0,0
3169,3.2279892,3,12.289404,129.51172,15.537814,.27087685,4,0,49,1.640887,0
3170,4.21875,3,13.035453,120.3125,9.9415398,-.99806905,4,1,53,0,0
3171,1.875,1,3.2878592,17.935507,5.9406743,-1.6706259,1,0,23,5.0098419,0
3172,17.441587,3,10.6,228.59375,11.501461,.70311075,4,0,38,0,0
3173,13.90625,3,12.855344,131.25,10.533555,.17508446,3,0,38,0,0
3174,9.375,3,13.183333,115.74604,11.755142,.39436263,4,0,51,1.1647646,0
3175,9.375,3,15.387954,138.66986,13.050989,.30753815,3,0,52,.96404845,0
3176,16.40625,3,8.2816811,259.76563,10.436545,-.65092063,4,1,23,0,0
3178,4.6875,3,5.3366966,61.205872,7.5455971,.24934922,4,1,22,2.2687259,0
3179,17.080036,3,44,278.90625,11.955903,-1.5076182,3,0,38,0,0
3180,11.71875,3,15.043577,251.5625,6.3139682,-2.0584953,4,1,38,0,0
3181,26.953125,3,8.6898346,60.110134,11.460155,.16421764,1,0,31,4.2913337,0
3182,53.90625,2,5.9464431,18.956051,10.013789,.14513765,1,0,29,3.8158021,0
3183,2.6875,3,10.078585,43.75,5.5185595,-1.2069279,2,0,44,0,0
3184,1.9049433,3,5.8800001,71.09375,10.513827,.014531731,1,0,44,0,0
3185,7.5945883,3,9.4499998,92.96875,11.240045,.019351421,1,0,39,0,0
3186,8.1184654,2,6.8000002,71.09375,6.2198687,-.81043845,3,0,41,0,0
3187,8.271451,2,9,60.15625,10.319678,-.73947173,2,1,41,0,0
3188,3.28125,3,15.136881,109.10156,10.128511,-1.041876,4,1,42,0,0
3189,2.28125,3,15.849794,147.65625,10.013084,-1.6927596,4,1,42,0,0
3190,14.0625,3,16.396635,202.34375,12.562232,.27453604,5,0,42,0,0
3191,9.71875,4,13.039457,27.83893,10.799512,-2.7335236,3,0,38,1.6919897,0
3192,11.21875,3,11.583532,19.748705,10.776057,-1.1815046,4,0,38,.91258299,0
3193,25.026737,3,11,125.78125,11.901215,-.14645204,3,0,61,0,0
3194,46.875,2,10.273338,4.8408766,10.587724,-1.8235409,5,0,38,1.5089751,0
3195,65.523232,2,2.832906,4.7807536,9.1330385,-1.9040321,4,0,38,2.2252948,0
3196,46.875,2,10.324986,6.1867309,9.7401829,-1.6534413,5,0,38,1.025418,0
3197,30.46875,3,9.6468821,109.82764,12.407686,-1.0825515,3,0,61,.54085708,0
3198,29.96875,3,8.7317553,59.855858,7.5327821,-.73714978,3,0,61,.95469731,0
3199,31.054266,3,10.861762,113.87777,12.080338,-1.4703494,2,0,61,.78640062,0
3200,9.375,3,15.292552,177.92401,13.770708,.019433236,5,0,48,1.2052679,0
3201,6.2770653,3,8.2208719,43.908535,6.3173614,.45771545,3,1,22,3.0700083,0
3202,3.28125,3,6.2830148,24.0625,6.8794565,.34787416,5,1,26,0,0
3203,2.3571367,3,5,23.898438,10.149411,.33273488,4,1,24,0,0
3204,3.75,3,5.9192462,32.8125,11.15576,.24922282,5,1,24,0,0
3205,17.539463,3,17.522572,72.709099,11.260711,.43175927,4,1,42,1.0544995,0
3206,3.28125,3,11.146276,41.5625,9.0882511,.77071565,2,1,59,0,0
3208,7.0155058,2,5.8800001,21.875,5.7010822,.11127061,3,0,21,0,0
3209,1.8125,3,11.627061,125.78125,10.058607,-.11294377,4,0,38,0,0
3211,27.308493,3,14.7,82.03125,8.9891062,.22939962,3,1,34,0,0
3212,28.125,3,11.959333,87.566254,11.420403,.81842071,3,0,38,1.7320791,0
3213,28.125,3,11.471761,59.558319,11.201385,1.4882684,3,0,38,1.4595802,0
3214,56.25,3,12.102669,20.384628,11.771191,.80724382,1,0,42,2.0974472,0
3215,56.25,2,12.446077,19.776985,12.51399,.73386335,1,1,41,2.0404422,0
3216,2.34375,3,4.9034944,23.146149,5.1043,-.14470831,4,1,27,5.4625893,0
3217,2.3490777,3,4.5,103.90625,11.753252,-.77082592,2,1,41,0,0
3218,1.875,3,12.91745,125.78125,10.737399,.25600573,2,1,44,0,0
3220,18.75,3,15.029143,195.97302,16.344967,.58950865,5,0,49,.74622941,0
3221,22.701519,3,29.197374,162.79097,12.28481,.77249402,5,0,48,1.0559428,0
3222,8.4375,2,15.28076,61.546329,8.4810591,.91972816,2,1,52,.24334982,0
3223,1.875,3,10.859048,185.9375,10.550103,-1.9666232,4,0,31,0,0
3224,10.3125,3,6.3359718,62.34375,5.9829664,.32184401,5,1,21,0,0
3226,1.5962276,3,4.0949998,32.8125,8.0174932,.89221954,3,0,23,0,0
3227,6.8028593,1,2.8680432,30.817318,7.0126433,1.3683825,1,0,23,1.9585845,0
3228,7.5,2,3.5936971,37.161892,4.6271772,1.1254187,1,0,23,2.6039979,0
3229,7.5,2,4.4507389,53.195847,6.082747,1.0066465,1,0,21,3.3403111,0
3230,8.9097729,2,5.0126157,22.55139,6.9319663,.94206566,1,0,23,2.7309957,0
3231,1.0240037,3,5.7447362,139.09752,13.80746,.66482973,1,1,48,5.8963003,0
3232,.9375,3,13.802524,104.75806,15.043621,.77017432,1,1,49,5.1313705,0
3233,.9375,3,14.898267,143.34167,13.179192,.75596094,1,1,48,5.1707087,0
3234,5.15625,3,8.0258799,240.625,9.7193356,-.12577015,4,0,26,0,0
3235,6.0625,3,8.8302917,240.625,11.023216,.21421313,3,0,27,0,0
3236,1.7768848,3,9.9177799,46.552845,5.5594087,.038113393,4,1,28,3.1136508,0
3237,4.111846,2,7.8669066,24.439583,10.129726,-.55202073,5,1,41,1.3218709,0
3238,4.1875,3,13.335801,115.12675,10.843035,-1.1520567,2,0,39,1.2694324,0
3239,4.0625,3,14.182202,54.6875,10.013849,-.32762414,1,1,42,0,0
3240,4.21875,3,11.121044,93.499695,7.9005418,-.063418381,4,1,44,.0068584504,0
3241,12.222878,3,9.4499998,87.5,8.6623478,.86483073,4,1,34,0,0
3242,24.569096,3,8.1899996,109.375,9.1598949,1.040044,4,0,33,0,0
3243,4.0625,3,11.305539,32.8125,9.6003447,-.12122538,3,0,46,0,0
3244,3.75,3,12.551899,65.625,10.782094,-.14983794,4,0,51,0,0
3245,21.751225,3,5.837337,68.253639,6.9523034,-.36446285,3,0,36,2.4633288,0
3247,2.9454629,1,2.8048792,10.853916,11.015362,.067130089,2,0,44,3.9424162,0
3248,3.0659471,3,8.2790518,36.093853,9.8108845,.10808282,3,0,44,3.0628195,0
3249,30.46875,3,12.776675,268.87192,7.9053783,-3.4803882,4,0,44,4.0309381,0
3250,5.15625,3,11.594985,98.688919,13.4283,.51426476,5,0,43,.00457425,0
3251,5.15625,3,13.114367,88.294144,11.150078,.64893121,4,0,42,.007577762,0
3252,2.34375,3,16.422958,632.48615,14.545185,.47763255,2,1,22,2.3385088,0
3253,3.28125,3,13.337818,57.148438,10.175054,.62777078,1,0,33,0,0
3254,39.84375,3,5.6260076,80.105186,8.3245106,-1.8555371,4,1,21,1.929415,0
3255,2.6168914,3,12.809759,205.65216,6.9089618,-.63250589,3,1,34,2.5487154,0
3256,.46875,3,11.045156,219.5295,10.694683,-1.0334796,4,0,34,1.4441053,0
3257,68.652985,2,4.1838775,9.0139942,6.2301764,.52505165,4,0,23,.27042305,0
3258,60.3125,2,2.3502452,9.0488501,4.7990646,.61532688,4,0,23,.34253466,0
3259,1.0243366,2,4.4580622,11.731222,10.823413,-.56604612,3,0,33,1.4516584,0
3260,23.547504,3,5.6462822,21.594965,4.7478104,-.3179968,4,0,21,2.3397002,0
3261,5.7914553,2,4.0638194,16.494169,7.4987221,-.32468405,4,0,21,3.408365,0
3262,11.71875,3,11.165355,415.625,12.374799,.28504843,4,1,23,0,0
3263,5.9375,3,5.1039877,142.1875,8.2388535,.46516281,4,0,23,0,0
3264,3.2076435,3,11.6,109.10156,16.767105,1.0983665,1,1,46,0,0
3265,3.0277784,2,7,72.734375,5.1204176,.8963722,1,1,21,0,0
3266,5.625,3,4.878334,20.78125,5.9943986,.66896665,1,1,22,0,0
3267,5.625,3,5.0705719,31.171875,10.136383,.71640968,1,1,22,0,0
3268,5.625,3,4.6528454,31.171875,7.0694103,.8750248,1,1,23,0,0
3269,12.614603,3,18,180.46875,15.739335,-1.0745741,4,0,32,0,0
3271,.98210865,2,3.9772837,19.023041,8.3672943,-.31416893,3,0,23,1.1697664,0
3272,.9375,2,2.4457345,13.453871,8.0515556,-.27915832,4,0,23,1.0805982,0
3273,12.700456,3,35,164.0625,6.5794454,-.69203639,3,1,33,0,0
3274,5.612556,3,19.799999,109.10156,10.749379,-1.7057412,4,0,42,0,0
3275,3.6489928,3,19,109.375,15.100525,-1.7063593,3,0,41,0,0
3277,8.28125,3,15.489311,218.75,11.80923,.24385397,3,0,57,0,0
3278,22.480024,3,18.059999,196.875,16.476654,.36040246,3,1,56,0,0
3279,2.6875,3,12.691408,54.6875,16.071613,-2.9731834,4,0,33,0,0
3280,2.3160698,3,5.5999999,87.5,11.295218,-3.2477486,5,0,33,0,0
3281,7.0623426,3,30.331263,144.90237,9.2270498,1.4882684,3,1,51,3.5755677,0
3282,25.3125,3,16.905075,181.14481,21.865072,.7234934,3,1,51,.93409353,0
3283,.8125,2,9.1978397,98.4375,6.3442011,.18448216,1,1,28,0,0
3284,3.034941,2,14.4,92.96875,8.4333334,.22117731,2,0,31,0,0
3285,2.8125,2,9.7977209,98.4375,5.6974535,.24891861,2,1,28,0,0
3286,3.0579572,3,14.7,109.375,7.9132247,.18509477,2,1,31,0,0
3287,2.9876969,3,13,125.78125,4.8558168,.27859551,1,1,28,0,0
3289,9.21875,3,9.4517927,54.6875,10.201019,.46789107,1,0,44,0,0
3290,7.96875,3,10.800667,46.732323,11.229349,.38990906,4,0,39,1.1563102,0
3291,4.6180124,3,9.1888523,34.174698,7.1050515,.30940849,3,0,39,3.8216853,0
3292,10.3125,3,11.826172,72.397171,13.129972,.3312766,4,0,41,1.1071223,0
3293,2.1875,2,4.4446936,10.247498,7.9916849,.4174023,5,0,27,1.4401963,0
3295,8.75,3,11.212337,76.5625,12.646342,.54577488,2,0,43,0,0
3296,1.40625,2,9.3112411,72.734375,8.1263323,.64730656,2,0,34,0,0
3298,17.266897,3,22.299999,262.5,16.495935,-3.4803882,3,0,41,0,0
3299,4.6875,3,10.048037,33.90625,10.328586,-.19413027,1,0,37,0,0
3300,4.7396212,3,4.8000002,27.34375,7.7715926,-.24569717,2,0,37,0,0
3301,5,2,13.068011,87.5,9.5678062,.67083561,5,0,39,0,0
3302,2.541513,2,3.6001508,11.646893,10.629152,.74598753,3,1,39,2.4039614,0
3303,3.0108862,2,7.1613841,8.9878635,4.6271772,.93639612,2,1,39,6.4120388,0
3304,2.5001874,2,18.1,82.03125,9.9463711,-1.0689604,2,0,39,0,0
3305,3.0753613,2,17,92.96875,11.951607,-1.1756505,2,0,39,0,0
3307,1.0988868,3,6,32.8125,6.6922078,.1110477,3,0,21,0,0
3308,5.15625,3,8.8108511,109.375,9.0626764,1.3008566,4,0,36,0,0
3309,8.8116741,3,11.55,76.5625,10.596286,1.0204928,4,0,39,0,0
3310,13.125,3,10.435653,213.28125,12.636506,.53984439,4,0,61,0,0
3311,6.640625,3,7.3919439,169.53125,14.496847,.51364452,3,0,60,0,0
3312,16.40625,3,12.234158,92.96875,13.400656,.66410166,5,0,46,0,0
3313,61.5625,3,3.7332792,21.875,7.4943399,.48440787,5,0,23,0,0
3314,5.59375,3,5.579608,69.49752,6.9718328,-.61611289,4,1,21,1.7060624,0
3316,2.5006526,2,10.248673,4.399044,9.4641933,-.7213648,2,1,53,3.5257294,0
3317,15.3125,3,29.898132,926.93677,30.024397,1.3833584,1,1,54,0,0
3318,4.7157273,3,7.4549999,26.25,9.2312689,.25264561,4,0,60,0,0
3319,4.6607451,2,11.55,54.6875,8.5472174,1.1234957,1,0,57,0,0
3320,5.15625,2,5.4921227,49.21875,5.3951526,1.2159406,1,1,22,0,0
3322,3.28125,3,7.6815362,60.15625,7.5521173,.51959807,2,0,28,0,0
3324,15.818853,3,4.6199999,120.3125,21.114243,.12581782,5,0,47,0,0
3325,4.0625,3,11.294377,98.4375,10.705655,.13023934,5,0,44,0,0
3326,2.0938356,3,11.235,153.125,9.4424391,.76499557,4,0,32,0,0
3328,1.0181757,2,4.5962563,0,11.304257,.12133051,3,0,52,3.0406208,0
3329,5,2,6.035965,67.061798,6.3261323,.64722586,1,1,21,5.6018672,0
3331,2.1875,3,11.351241,65.625,10.02725,.33010134,1,0,57,0,0
3332,1.0075341,2,8.9145899,49.890575,6.6705995,-.85009456,1,1,44,2.8625214,0
3333,2.5097485,2,12.855645,81.8507,6.3401995,-.88523036,1,0,44,2.7692122,0
3334,9.375,3,17.303434,224.21875,12.437508,.32166564,3,0,42,0,0
3335,23.4375,3,7.04532,72.734375,8.3528061,.51105094,3,1,27,0,0
3336,2.4938076,3,7.1399999,92.96875,5.1695285,.47605473,4,1,27,0,0
3337,2.7367647,3,4,25.976563,8.2551718,.27928147,4,0,31,0,0
3338,3.1009974,3,7.9000001,29.09375,6.1812682,.50373977,4,0,29,0,0
3340,12.043462,3,12.5,169.53125,11.516704,.29664919,3,0,33,0,0
3341,4.5453868,3,13,158.59375,13.292329,.26112139,3,0,33,0,0
3342,45.690559,3,3.7997675,183.51868,10.844624,-.85004878,4,1,21,1.0857773,0
3343,35.15625,3,7.7928009,128.79298,8.5518208,-.66565186,3,1,21,1.7163604,0
3344,6.628047,1,2.5825181,12.655844,10.284482,.25586659,4,0,44,1.3462092,0
3346,7.03125,3,7.7377038,43.109951,7.5046616,-.25157782,4,1,28,1.3311607,0
3347,2.75,2,11.363782,87.5,10.380015,-.52433819,3,0,44,0,0
3348,39.84375,3,15.711757,142.1875,31.155828,.21554422,5,1,49,0,0
3349,2.6711953,2,6.3000002,26.25,7.8451886,.42057142,3,0,34,0,0
3350,1.875,3,10.361488,109.375,8.4878359,1.0645901,4,1,36,0,0
3351,2.1875,3,11.313825,87.5,11.984812,.96579933,3,1,36,0,0
3352,1.1587557,3,18.909817,78.063591,11.108077,-.010023799,2,0,42,1.6735201,0
3353,3.75,3,13.215826,77.929688,10.750669,.92175889,4,0,52,0,0
3354,1.40625,3,4.8202219,72.356972,15.906301,.37013733,4,0,26,2.3275011,0
3355,8.28125,3,12.999642,196.875,11.20202,.78569806,2,0,44,0,0
3356,3.1024632,3,17.43,153.125,13.610806,.70825052,3,0,43,0,0
3357,27.276566,3,17.85,229.6875,17.435265,.4749217,3,0,43,0,0
3358,9.375,3,13.792345,218.75,12.097958,.69822645,3,0,44,0,0
3359,8.8147497,3,16.799999,175,13.989579,.65894401,2,0,47,0,0
3360,1.987533,2,4.594327,97.887329,7.7205443,-.79340374,4,0,57,3.1379037,0
3361,3.5938096,2,10.5,76.5625,12.664926,.39348578,3,0,43,0,0
3362,4.6875,3,7.1488938,100.34148,8.3302116,.0029018349,3,1,22,2.2318304,0
3363,22.048494,3,27,114.84375,9.8713884,-.7738452,3,0,57,0,0
3364,16.40625,3,11.89225,114.84375,11.273086,-.45057175,4,0,57,0,0
3365,1.40625,3,12.908637,50.3125,8.8998747,-.24607214,3,1,38,0,0
3366,16.40625,3,16.773296,190.10109,9.3440685,.52434587,5,1,51,2.3377228,0
3367,24.0625,3,14.22078,205.62885,17.447792,.59688544,4,1,54,1.7671001,0
3368,6.09375,3,12.674975,177.59296,11.135579,1.4882684,1,0,38,1.9174196,0
3369,24.027077,3,20.558897,142.30089,8.3631363,.0471281,3,1,48,1.6285832,0
3370,23.4375,3,26.887287,926.93677,29.052189,-.82045513,4,0,44,0,0
3371,11.796875,3,28.770329,926.93677,31.155828,-.67529106,3,0,43,0,0
3373,18.349733,3,21,218.75,12.318591,.14245996,5,1,37,0,0
3374,14.0625,3,17.538298,262.5,12.675918,.15483283,5,1,39,0,0
3375,.9375,2,12.691621,15.543737,5.4199238,-.16375986,2,0,52,8.6002913,0
3376,5.625,3,15.053654,240.625,13.16706,-.38629162,4,1,37,0,0
3377,22.34375,3,4.0047188,71.09375,6.7895746,.39074048,4,0,21,0,0
3378,2.8125,3,17.563597,187.03125,7.3403759,1.153855,3,1,51,0,0
3379,1.9280249,3,8,76.5625,10.518975,-.74467146,1,0,61,0,0
3380,7.03125,3,15.172228,120.3125,11.018102,.70445824,5,0,52,0,0
3381,4.765625,3,15.981632,164.0625,16.391844,.86574239,5,0,52,0,0
3382,1.875,3,12.044801,32.8125,9.2886715,.1396915,3,0,58,0,0
3383,9.6875,2,7.4318795,72.301521,7.2885003,.73956454,1,0,28,2.8290012,0
3385,17.104704,3,19,28.054688,8.2938032,.75393331,2,1,38,0,0
3386,14.0625,3,11.995136,35.328125,9.8338928,.361707,2,1,37,0,0
3387,16.374613,3,11,32.210938,12.808806,.5782454,1,1,37,0,0
3388,1.875,2,11.045055,19.31036,13.423978,.1591365,3,0,54,3.0864799,0
3389,1.8866026,3,8,109.375,4.6271772,-.57388645,4,0,21,0,0
3390,1.875,2,12.626936,48.007389,6.4059348,.80771184,2,0,41,5.2447453,0
3391,2.1875,3,19.73905,404.69162,18.094542,.089719996,1,1,41,1.9644045,0
3392,5.1108823,3,9.210043,478.24164,13.20647,.11169567,2,1,39,2.3144834,0
3394,9.375,3,12.221658,22.577749,11.806234,-.0583429,4,1,41,1.1383761,0
3395,10.834073,2,4.9091296,10.619287,10.580746,-.046459548,3,1,39,1.4838668,0
3396,81.012222,2,6.0900002,16.40625,9.9446039,.43155247,5,0,38,0,0
3397,79.091927,3,6.3000002,22.96875,9.3247824,.35256493,5,1,39,0,0
3398,60.3125,2,11.826593,14.21875,7.8389497,.38244653,5,1,38,0,0
3399,2.9154651,3,4,114.29688,19.957243,.35766879,2,1,22,0,0
3400,.98200971,3,6.6999998,37.40625,8.971159,.665811,3,1,53,0,0
3401,.94436038,3,4,28.054688,7.715034,.66895646,3,1,52,0,0
3402,6.0924683,1,6.476294,5.8876734,10.20382,.787054,4,0,27,1.7505455,0
3403,.95661491,3,5,103.90625,8.1841564,.088318281,2,0,28,0,0
3404,1.875,3,10.171713,114.84375,8.1219063,.1374463,3,1,28,0,0
3405,4.7449183,3,25,93.515625,12.996539,-.39309663,2,1,49,0,0
3406,8.0179996,3,15.769922,445.86734,17.348919,.664671,2,0,39,1.5588264,0
3407,1.1416535,3,16.821623,119.31028,11.731941,.48122367,1,0,47,1.8874501,0
3409,11.71875,3,11.426427,72.734375,9.4478951,.47951066,4,0,58,0,0
3410,1.875,3,12.251534,142.1875,13.221061,.74733716,4,0,54,0,0
3411,2.890625,3,14.227783,100.47305,11.933222,.15962075,1,1,41,2.3500719,0
3412,11.71875,3,18.120169,231.94002,12.838664,1.4882684,2,1,33,1.2866218,0
3413,10.625,3,18.101114,146.41814,11.765518,.96953064,2,1,32,1.1505415,0
3414,14.0625,3,12.091204,55.784462,11.991813,.51907384,3,0,57,1.5354269,0
3415,2.2001283,3,4,109.375,8.0988684,.21911645,3,1,31,0,0
3416,.703125,3,2.7631953,32.8125,7.9119759,.59261483,4,0,23,0,0
3417,1.875,2,3.4582031,7.7769847,8.6206665,1.4882684,1,0,22,4.5874009,0
3418,23.4375,3,11.233816,62.34375,9.4577618,-.3558352,4,0,58,0,0
3419,20,3,14.796243,191.08124,13.521343,.56102395,3,0,58,1.6634388,0
3421,4.6875,3,13.636262,164.90236,14.962092,-1.0770718,4,0,47,1.8449389,0
3422,1.6791177,2,12.603739,18.266727,14.538593,.54966211,2,0,41,5.6026559,0
3424,20.838528,3,10.986587,23.500023,13.155474,.39400434,2,0,46,2.8020449,0
3425,2.75,3,11.516758,41.5625,12.14007,.10570589,3,0,54,0,0
3426,1.875,3,11.456106,38.28125,7.5131221,.20924665,3,0,54,0,0
3427,21.09375,3,14.034744,218.20313,12.581426,.37747398,4,0,57,0,0
3428,21.09375,3,13.931628,145.46875,13.196121,.40831789,5,0,56,0,0
3429,3.59375,3,5.8004208,120.3125,4.6271772,.28402236,4,0,26,0,0
3430,4.1307268,3,12.81,207.8125,12.293692,.73774379,4,1,39,0,0
3431,4.765625,3,5.0751276,44.858486,8.0093012,.44393429,3,0,22,2.5018394,0
3432,10.453678,3,5.1999998,147.65625,9.1724377,-.18640196,4,0,23,0,0
3433,5.15625,3,8.354682,322.65625,11.572247,-.20782964,4,0,23,0,0
3434,3.15625,3,6.3313708,213.28125,10.114763,-.18734679,4,0,23,0,0
3436,1.8006889,2,5.9764795,8.1471338,10.190492,-.60017741,1,1,39,3.2181969,0
3437,6.875,2,10.930352,10.296036,8.5577679,-.67971253,1,1,38,1.8113799,0
3438,3.5029943,3,7.1399999,65.625,10.832777,.39021912,3,0,23,0,0
3439,9.375,3,5.6608362,93.515625,7.8692622,.27579334,3,0,22,0,0
3440,43.183685,3,14.7,131.25,5.8148346,-.14961629,5,1,51,0,1
3441,1.875,3,12.811689,150.27707,8.2819614,-.51330042,4,0,57,2.2247517,0
3442,7.96875,3,13.684388,54.6875,9.9429474,.041551881,1,1,48,0,0
3443,2.75,3,10.483454,185.9375,8.4709501,-.42564967,3,0,28,0,0
3444,3.5363019,3,4.9000001,114.84375,5.9381232,-.42177325,4,0,28,0,0
3445,3.1470811,3,11,477.96875,13.226268,.022859488,5,0,34,0,0
3446,1.171875,3,21.269976,366.40625,13.20332,.033773132,5,1,33,0,0
3448,11.25,3,4.9791546,51.953125,8.242775,.13431923,2,0,24,0,0
3449,2.6875,3,3.9139638,42.65625,8.0219221,-.036592353,2,0,23,0,0
3450,11.454044,3,4,36.09375,5.1189599,-.026918538,2,0,23,0,0
3451,12.6875,3,3.3141122,42.65625,7.8442593,-.039512131,1,0,23,0,0
3452,10.654695,3,9.9750004,196.875,10.136574,.020950373,5,0,44,0,0
3453,3.0278642,3,7.2503109,21.617352,4.9855165,.69168413,3,1,24,2.9785895,0
